4.451186496072675247e+00,1.695938564482138133e+01,5.230797693220193167e+00,9.972872083904542606e+00,-7.01E-02,7.853954162685685958e+01,1.490536949809231260e+02,3.420936166565991812e+02,9.741888114635274931e+00
5.451186496072675247e+00,1.516194502765225494e+01,2.633202762018729715e+00,9.639431616384948498e+00,-9.96E-02,4.288689778332588531e+01,1.718200824553500468e+02,2.174780325495615045e+02,-3.87E+00
6.451186496072675247e+00,1.928272041883162302e+01,-1.50E+01,9.856867719191807709e+00,-8.07E-02,4.663450466768389902e+01,1.537486099217392734e+02,5.111831666474756730e+02,1.019319756605913341e+00
7.451186496072675247e+00,1.500817707107385601e+01,-7.63E+00,9.657066898650098707e+00,-9.78E-02,-1.52E+01,2.088834477114386630e+02,5.515295733778292515e+02,-9.46E+00
8.451186496072676135e+00,1.787389532841853423e+01,-3.95E+01,9.684991273701401227e+00,-5.22E-02,-2.86E+01,1.540942198687433233e+02,7.959907359997263256e+02,4.042926428129669958e+00
-1.00E+01,-1.67E+01,6.625982157497013247e+01,1.077539895128728809e+01,4.835149195068383365e-02,-2.82E+02,1.085994902142003724e+02,-7.58E+02,4.534059678027352902e+01
-9.00E+00,-1.02E+01,4.690741811397619898e+01,1.080407391130905204e+01,2.736161245878611717e-02,-1.99E+02,5.459262318278913284e+01,-4.32E+02,3.016964498351444846e+01
-8.00E+00,-1.90E+01,6.023818672575481514e+01,1.054545236945647169e+01,4.863421799824421687e-02,-2.32E+02,9.596624778787091259e+01,-3.61E+02,3.325368719929768702e+01
-7.00E+00,-1.25E+01,5.123628374163968857e+01,1.060541380259883049e+01,3.574079968371823152e-02,-1.57E+02,7.553223926182769787e+01,-1.15E+02,2.387131987348729467e+01
-6.00E+00,-1.28E+01,4.571287307306211289e+01,1.074647347717382750e+01,3.488644122986354207e-02,-1.36E+02,6.703678020874889398e+01,1.455314340216791607e+02,2.035457649194541574e+01
-5.00E+00,-1.16E+01,3.756171873513559234e+01,1.069814654446671831e+01,1.080447477901881961e-02,-1.08E+02,5.303348210038740973e+01,2.377025811267033077e+02,8.446789911607528012e+00
-4.00E+00,-8.21E+00,2.816270219132448815e+01,1.026279265523191775e+01,4.881372273881209173e-02,-6.75E+01,3.746486340378424984e+01,2.895485866234268713e+01,2.212548909552483778e+01
-3.00E+00,-3.82E+00,3.767448382227323123e+01,1.025362143906909296e+01,3.115127602294931897e-04,-2.40E+01,7.792709663506636275e+01,9.453500734836536878e+01,1.799605104091797303e+00
-2.00E+00,-1.05E+00,2.148791357860831042e+01,1.012573360165041514e+01,1.264911811917219901e-02,3.644422165373690348e+00,4.696546736745231243e+01,5.901352115529046216e+01,6.259647247668879366e+00
-1.00E+00,3.082251010050354623e+00,1.533895462860033199e+01,1.027040492182531928e+01,2.173957662022229023e-02,3.726984074036926131e+01,4.668272751028666789e+01,2.022834452777227625e+02,9.720830648088915282e+00
0.000000000000000000e+00,3.287917716049421735e+00,2.273968414692532036e+01,1.001493810543928298e+01,3.896914608968762850e-02,3.811139658436243138e+01,8.711338327692948269e+01,5.945667380749843289e+01,1.658765843587504918e+01
1.000000000000000000e+00,9.278292505951393210e+00,1.451997329969636752e+01,1.017841661219735450e+01,9.884253730012655323e-03,7.737414504364355139e+01,8.491420942770390923e+01,2.098916285381488649e+02,4.928701492005061802e+00
2.000000000000000000e+00,4.066783745972761821e+00,-4.29E+00,1.022457202380738117e+01,4.314966177996111540e-02,3.048974747046691647e+01,5.445799453449335203e+01,2.842004166651662445e+02,1.805986471198444576e+01
3.000000000000000000e+00,1.617176154586417880e+01,3.975234244301123709e+00,9.989243641323987788e+00,4.917003385876564381e-02,1.065929180030040015e+02,1.033578121265746432e+02,1.734705489267913663e+02,1.999301354350625459e+01
4.000000000000000000e+00,5.410813897968892228e+00,-1.25E+01,1.013812745099006563e+01,8.192112070234935581e-03,1.101263525177187752e+01,8.344398656469152797e+01,3.496892156930459805e+02,2.676844828093974282e+00
5.000000000000000000e+00,1.705701265267603262e+01,3.486730173583570291e+00,1.004543140870817552e+01,2.986669719664296341e-02,7.575142611962424155e+01,1.585335147816673498e+02,3.808019860957227820e+02,9.821678878657184697e+00
6.000000000000000000e+00,1.525957203550690444e+01,8.891352423821068385e-01,9.711990941188581417e+00,4.493048833777491305e-04,3.790352826038396472e+01,1.823975292639488828e+02,2.733936588320078727e+02,-4.22E+00
7.000000000000000000e+00,1.938034742668627430e+01,-1.67E+01,9.929427043995440627e+00,1.932856413218147010e-02,3.945588112903268296e+01,1.654236837381927785e+02,5.875989307968086450e+02,1.564256528725866957e-01
8.000000000000000000e+00,1.510580407892850729e+01,-9.37E+00,9.729626223453731626e+00,2.208002896574978897e-03,-2.46E+01,2.216561485357468086e+02,6.517383564176128630e+02,-1.09E+01
9.000000000000000000e+00,1.797152233627318196e+01,-4.12E+01,9.757550598505035921e+00,4.783264838571180122e-02,-4.02E+01,1.679645477009061096e+02,9.232854189535244132e+02,1.908059354284716846e+00
-9.28E+00,-1.63E+01,6.368387474310803498e+01,1.083963948296866597e+01,1.483514919506838392e-01,-2.45E+02,1.000983349147586807e+02,-5.58E+02,4.135115299534960798e+01
-8.28E+00,-9.76E+00,4.433147128211410148e+01,1.086831444299043170e+01,1.273616124587861331e-01,-1.64E+02,4.752184661609229011e+01,-2.71E+02,2.716098385843830343e+01
-7.28E+00,-1.86E+01,5.766223989389271765e+01,1.060969290113784957e+01,1.486342179982442224e-01,-2.01E+02,9.032584995391890459e+01,-2.35E+02,3.111853032911346162e+01
-6.28E+00,-1.20E+01,4.866033690977759107e+01,1.066965433428021015e+01,1.357407996837182440e-01,-1.28E+02,7.132222016062051750e+01,-1.95E+01,2.250238885323912541e+01
-5.28E+00,-1.24E+01,4.313692624120001540e+01,1.081071400885520539e+01,1.348864412298635407e-01,-1.10E+02,6.425713984028656967e+01,2.149307770323980549e+02,1.964459291667744623e+01
-4.28E+00,-1.12E+01,3.498577190327349484e+01,1.076238707614809620e+01,1.108044747790188217e-01,-8.50E+01,5.168422046466991304e+01,2.850351625364489223e+02,8.288475376363887648e+00
-3.28E+00,-7.78E+00,2.558675535946239066e+01,1.032703318691329741e+01,1.488137227388121042e-01,-4.75E+01,3.754598050081159499e+01,5.851181466934953335e+01,2.241156519534966662e+01
-2.28E+00,-3.39E+00,3.509853699041113373e+01,1.031786197075047085e+01,1.003115127602294959e-01,-6.85E+00,7.943859246483854974e+01,1.106074741508679580e+02,2.422793434029232529e+00
-1.28E+00,-6.18E-01,1.891196674674621292e+01,1.018997413333179480e+01,1.126491181191722063e-01,1.792521783327770635e+01,4.990734192996933416e+01,6.589263495152330563e+01,7.112669402763058812e+00
-2.85E-01,3.512629742795193799e+00,1.276300779673823449e+01,1.033464545350669717e+01,1.217395766202222923e-01,4.868987894278360784e+01,5.105498080554853146e+01,2.042603422659203716e+02,1.069640822338397435e+01
7.151893663724194772e-01,3.718296448794260911e+00,2.016373731506322287e+01,1.007917863712066087e+01,1.389691460896876340e-01,4.667067732128710134e+01,9.291601530493618100e+01,6.082249018589533307e+01,1.757851302641512703e+01
1.715189366372419588e+00,9.708671238696233274e+00,1.194402646783427002e+01,1.024265714387873416e+01,1.098842537300126626e-01,8.307266831507854477e+01,9.214722018845544937e+01,2.149375005049795675e+02,5.827554692834294059e+00
2.715189366372419588e+00,4.497162478717600109e+00,-6.87E+00,1.028881255548875906e+01,1.431496617799611348e-01,3.332751327641222616e+01,6.312138402798973402e+01,2.972174804186652750e+02,1.875943811814697071e+01
3.715189366372419588e+00,1.660214027860902064e+01,1.399287412439026212e+00,1.005348417300536745e+01,1.491700338587656494e-01,1.065699263434596418e+02,1.134515803528158528e+02,1.987499406651932361e+02,2.038602875004620785e+01
4.715189366372419144e+00,5.841192630713730516e+00,-1.51E+01,1.020236798267144351e+01,1.081921120702349359e-01,8.128886126737835838e+00,9.496813352367757943e+01,3.915220716145851725e+02,2.656023430055494128e+00
5.715189366372419144e+00,1.748739138542087090e+01,9.107833417214727945e-01,1.010967194038955341e+01,1.298666971966429551e-01,7.000691952910052862e+01,1.714880404733982573e+02,4.434794423986338643e+02,9.279742471084407640e+00
6.715189366372419144e+00,1.568995076825174273e+01,-1.69E+00,9.776231472869961081e+00,1.004493048833777491e-01,2.929826420437057166e+01,1.967824336884245895e+02,3.612068517145253281e+02,-5.39E+00
7.715189366372419144e+00,1.981072615943111259e+01,-1.93E+01,9.993667575676818515e+00,1.193285641321814722e-01,2.798985960752960978e+01,1.812389668954133413e+02,7.048389964571670134e+02,-1.75E+00
8.715189366372419144e+00,1.553618281167334558e+01,-1.19E+01,9.793866755135111291e+00,1.022080028965749871e-01,-3.89E+01,2.389018104257121990e+02,8.026964310540465704e+02,-1.37E+01
9.715189366372419144e+00,1.840190106901802025e+01,-4.38E+01,9.821791130186413810e+00,1.478326483857118068e-01,-5.74E+01,1.866405883236163561e+02,1.112252638764268113e+03,-1.79E+00
